Round: 1 -- workload: SimulationWorkspace/workloads/workload-low.json
###############################################
############   Run Forrest Run!!   ############
###############################################
Start Time: 17:42:00.632179 - 26/08/2026
Processed request 1, latency 27, pending requests 0 
Processed request 1145, latency 22, pending requests 0 

Processed request 1153, latency 13, pending requests 1 

Processed request 1157, latency 13, pending requests 0 

Processed request 1160, latency 23, pending requests 0 

Processed request 1164, latency 12, pending requests 0 

Processed request 1171, latency 24, pending requests 0 

Processed request 1172, latency 34, pending requests 0 

Processed request 1179, latency 31, pending requests 0 

Processed request 1182, latency 13, pending requests 0 

Processed request 1184, latency 21, pending requests 0 

Processed request 1190, latency 16, pending requests 0 

Processed request 1195, latency 21, pending requests 0 

Processed request 1204, latency 13, pending requests 0 

Processed request 1210, latency 13, pending requests 0 

Processed request 1216, latency 17, pending requests 0 

Processed request 1221, latency 49, pending requests 1 

Processed request 1227, latency 15, pending requests 0 

Processed request 1231, latency 34, pending requests 0 

Processed request 1238, latency 14, pending requests 0 

Processed request 1241, latency 16, pending requests 0 

Processed request 1244, latency 13, pending requests 0 

Processed request 1251, latency 51, pending requests 0 

Processed request 1257, latency 14, pending requests 0 

Processed request 1267, latency 15, pending requests 0 

Processed request 1270, latency 17, pending requests 0 

Processed request 1273, latency 35, pending requests 0 

Processed request 1278, latency 36, pending requests 1 

Processed request 1285, latency 21, pending requests 0 

Processed request 1288, latency 16, pending requests 0 

Processed request 1292, latency 23, pending requests 0 

Processed request 1298, latency 14, pending requests 0 

Processed request 1303, latency 14, pending requests 0 

Processed request 1312, latency 30, pending requests 0 

Processed request 1318, latency 14, pending requests 0 

Processed request 1323, latency 17, pending requests 0 

Processed request 1327, latency 30, pending requests 0 

Processed request 1336, latency 34, pending requests 1 

Processed request 1340, latency 14, pending requests 0 

Processed request 1346, latency 16, pending requests 0 

Processed request 1357, latency 14, pending requests 0 

Processed request 1364, latency 14, pending requests 1 

Processed request 1370, latency 35, pending requests 0 

Processed request 1376, latency 32, pending requests 0 

Processed request 1381, latency 14, pending requests 0 

Processed request 1387, latency 21, pending requests 2 

Processed request 1392, latency 42, pending requests 0 

Processed request 1398, latency 18, pending requests 0 

Processed request 1404, latency 19, pending requests 0 

Processed request 1407, latency 14, pending requests 0 

Processed request 1409, latency 15, pending requests 0 

Processed request 1414, latency 14, pending requests 0 

Processed request 1420, latency 13, pending requests 0 

Processed request 1430, latency 13, pending requests 0 

Processed request 1435, latency 20, pending requests 0 

Processed request 1439, latency 17, pending requests 0 

Processed request 1446, latency 13, pending requests 0 

Processed request 1452, latency 21, pending requests 0 

Processed request 1457, latency 16, pending requests 0 

Processed request 1464, latency 34, pending requests 0 

Processed request 1470, latency 36, pending requests 1 

Processed request 1476, latency 13, pending requests 0 

Processed request 1481, latency 22, pending requests 0 

Processed request 1483, latency 13, pending requests 0 

Processed request 1489, latency 21, pending requests 0 

Processed request 1492, latency 16, pending requests 0 

Processed request 1496, latency 21, pending requests 0 

Processed request 1501, latency 30, pending requests 0 

Processed request 1506, latency 21, pending requests 0 

Processed request 1511, latency 12, pending requests 1 

Processed request 1520, latency 15, pending requests 0 

Processed request 1526, latency 30, pending requests 0 

Processed request 1532, latency 38, pending requests 0 

Processed request 1539, latency 14, pending requests 0 

Processed request 1548, latency 13, pending requests 1 

Processed request 1550, latency 34, pending requests 0 

Processed request 1558, latency 36, pending requests 0 

Processed request 1564, latency 26, pending requests 0 

Processed request 1566, latency 23, pending requests 0 

Processed request 1573, latency 17, pending requests 1 

Processed request 1580, latency 13, pending requests 0 

Processed request 1585, latency 15, pending requests 0 

Processed request 1588, latency 14, pending requests 0 

Processed request 1591, latency 15, pending requests 0 

Processed request 1597, latency 14, pending requests 0 

Processed request 1604, latency 16, pending requests 0 

Processed request 1613, latency 18, pending requests 0 

Processed request 1619, latency 13, pending requests 0 

Processed request 1623, latency 32, pending requests 1 

Processed request 1631, latency 15, pending requests 0 

Processed request 1639, latency 32, pending requests 1 

Processed request 1643, latency 33, pending requests 0 

Processed request 1651, latency 15, pending requests 0 

Processed request 1660, latency 13, pending requests 0 

Processed request 1665, latency 12, pending requests 0 

Processed request 1669, latency 23, pending requests 2 

Processed request 1677, latency 22, pending requests 0 

Processed request 1689, latency 12, pending requests 0 

Processed request 1694, latency 21, pending requests 0 

Processed request 1703, latency 36, pending requests 1 

Processed request 1709, latency 23, pending requests 0 

Processed request 1717, latency 16, pending requests 1 

Processed request 1722, latency 36, pending requests 0 

Processed request 1732, latency 20, pending requests 0 

Processed request 1739, latency 18, pending requests 0 

Processed request 1746, latency 19, pending requests 1 

Processed request 1750, latency 28, pending requests 0 

Processed request 1758, latency 37, pending requests 0 

Processed request 1762, latency 33, pending requests 0 

Processed request 1766, latency 12, pending requests 0 

Processed request 1770, latency 14, pending requests 0 

Processed request 1779, latency 31, pending requests 0 

Processed request 1787, latency 18, pending requests 0 

Processed request 1792, latency 42, pending requests 0 

Processed request 1798, latency 12, pending requests 0 

Processed request 1803, latency 20, pending requests 0 

Processed request 1808, latency 15, pending requests 0 

Processed request 1812, latency 13, pending requests 0 

Processed request 1817, latency 33, pending requests 0 

Processed request 1824, latency 12, pending requests 0 

Processed request 1833, latency 12, pending requests 0 

Processed request 1839, latency 34, pending requests 0 

Processed request 1842, latency 15, pending requests 0 

Processed request 1851, latency 14, pending requests 0 

Processed request 1856, latency 14, pending requests 0 

Processed request 1864, latency 62, pending requests 0 

Processed request 1873, latency 14, pending requests 0 

Processed request 1881, latency 28, pending requests 1 

Processed request 1884, latency 18, pending requests 0 

Processed request 1886, latency 13, pending requests 0 

Processed request 1896, latency 14, pending requests 1 

Processed request 1902, latency 13, pending requests 0 

Processed request 1909, latency 16, pending requests 0 

Processed request 1913, latency 17, pending requests 0 

Processed request 1918, latency 13, pending requests 0 

Processed request 1924, latency 15, pending requests 0 

Processed request 1928, latency 12, pending requests 0 

Processed request 1935, latency 26, pending requests 1 

Processed request 1942, latency 21, pending requests 0 

Processed request 1946, latency 27, pending requests 1 

Processed request 1952, latency 31, pending requests 0 

Processed request 1958, latency 14, pending requests 0 

Processed request 1962, latency 17, pending requests 0 

Processed request 1967, latency 15, pending requests 0 

Processed request 1971, latency 16, pending requests 0 

Processed request 1982, latency 14, pending requests 0 

Processed request 1990, latency 24, pending requests 0 

Processed request 1997, latency 16, pending requests 0 

Processed request 2004, latency 28, pending requests 0 

Processed request 2008, latency 12, pending requests 0 

Processed request 2013, latency 21, pending requests 0 

Processed request 2017, latency 16, pending requests 0 

Processed request 2023, latency 41, pending requests 0 

Processed request 2026, latency 43, pending requests 0 

Processed request 2037, latency 24, pending requests 0 

Processed request 2042, latency 17, pending requests 0 

Processed request 2048, latency 37, pending requests 0 

Processed request 2053, latency 13, pending requests 0 

Processed request 2059, latency 14, pending requests 0 

Processed request 2063, latency 14, pending requests 0 

Processed request 2068, latency 14, pending requests 0 

Processed request 2075, latency 24, pending requests 0 

Processed request 2079, latency 14, pending requests 0 

Processed request 2087, latency 13, pending requests 0 

Processed request 2091, latency 14, pending requests 0 

Processed request 2098, latency 30, pending requests 0 

Processed request 2105, latency 32, pending requests 1 

Processed request 2117, latency 30, pending requests 1 

Processed request 2124, latency 12, pending requests 0 

Processed request 2131, latency 12, pending requests 0 

Processed request 2142, latency 13, pending requests 1 

Processed request 2156, latency 31, pending requests 0 

Processed request 2163, latency 33, pending requests 0 

Processed request 2167, latency 13, pending requests 0 

Processed request 2174, latency 33, pending requests 3 

Processed request 2179, latency 13, pending requests 0 

Processed request 2182, latency 21, pending requests 0 

Processed request 2187, latency 34, pending requests 0 

Processed request 2193, latency 31, pending requests 0 

Processed request 2198, latency 16, pending requests 0 

Processed request 2203, latency 14, pending requests 1 

Processed request 2207, latency 20, pending requests 0 

Processed request 2213, latency 13, pending requests 0 

Processed request 2220, latency 30, pending requests 0 

Processed request 2229, latency 31, pending requests 0 

Processed request 2235, latency 15, pending requests 0 

Processed request 2240, latency 13, pending requests 0 

Processed request 2247, latency 14, pending requests 0 

Processed request 2253, latency 31, pending requests 0 

Processed request 2258, latency 15, pending requests 0 

Processed request 2266, latency 17, pending requests 0 

Processed request 2277, latency 17, pending requests 0 

Processed request 2282, latency 14, pending requests 1 

Processed request 2289, latency 31, pending requests 0 

Processed request 2298, latency 25, pending requests 0 

Processed request 2304, latency 37, pending requests 1 

Processed request 2309, latency 12, pending requests 0 

Processed request 2320, latency 15, pending requests 0 

Processed request 2325, latency 16, pending requests 0 

Processed request 2333, latency 14, pending requests 0 

Processed request 2342, latency 18, pending requests 1 

Processed request 2347, latency 16, pending requests 1 

Processed request 2353, latency 12, pending requests 0 

Processed request 2359, latency 13, pending requests 0 

Processed request 2366, latency 15, pending requests 0 

Processed request 2375, latency 13, pending requests 0 

Processed request 2382, latency 16, pending requests 0 

Processed request 2389, latency 15, pending requests 0 

Processed request 2392, latency 25, pending requests 0 

Processed request 2397, latency 33, pending requests 1 

Processed request 2404, latency 12, pending requests 0 

Processed request 2407, latency 33, pending requests 0 

Processed request 2414, latency 16, pending requests 0 

Processed request 2421, latency 18, pending requests 1 

Processed request 2431, latency 16, pending requests 0 

Processed request 2433, latency 14, pending requests 0 

Processed request 2438, latency 31, pending requests 0 

Processed request 2444, latency 13, pending requests 0 

Processed request 2448, latency 16, pending requests 0 

Processed request 2452, latency 20, pending requests 0 

Processed request 2458, latency 15, pending requests 0 

Processed request 2466, latency 14, pending requests 0 

Processed request 2473, latency 14, pending requests 0 

Processed request 2481, latency 16, pending requests 0 

Processed request 2489, latency 15, pending requests 0 

Processed request 2494, latency 17, pending requests 0 

Processed request 2497, latency 16, pending requests 0 

Processed request 2501, latency 19, pending requests 0 

Processed request 2510, latency 13, pending requests 0 

Processed request 2519, latency 17, pending requests 0 

Processed request 2526, latency 15, pending requests 0 

Processed request 2533, latency 23, pending requests 0 

Processed request 2539, latency 23, pending requests 0 

Processed request 2540, latency 13, pending requests 0 

Processed request 2550, latency 13, pending requests 0 

Processed request 2561, latency 13, pending requests 0 

Processed request 2567, latency 13, pending requests 0 

Processed request 2572, latency 12, pending requests 0 

Processed request 2578, latency 27, pending requests 0 

Processed request 2583, latency 18, pending requests 1 

Processed request 2592, latency 16, pending requests 0 

Processed request 2596, latency 46, pending requests 1 

Processed request 2599, latency 32, pending requests 0 

Processed request 2603, latency 13, pending requests 0 

Processed request 2612, latency 41, pending requests 1 

Processed request 2616, latency 15, pending requests 0 

Processed request 2622, latency 13, pending requests 0 

Processed request 2627, latency 12, pending requests 0 

Processed request 2634, latency 40, pending requests 0 

Processed request 2639, latency 16, pending requests 0 

Processed request 2651, latency 14, pending requests 0 

Processed request 2657, latency 17, pending requests 0 

Processed request 2665, latency 20, pending requests 0 

Processed request 2669, latency 16, pending requests 0 

Processed request 2676, latency 15, pending requests 1 

Processed request 2684, latency 17, pending requests 0 

Processed request 2690, latency 26, pending requests 1 

Processed request 2696, latency 13, pending requests 0 

Processed request 2702, latency 35, pending requests 0 

Processed request 2707, latency 21, pending requests 0 

Processed request 2709, latency 14, pending requests 0 

Processed request 2715, latency 36, pending requests 0 

Processed request 2717, latency 16, pending requests 0 

Processed request 2721, latency 16, pending requests 0 

Processed request 2728, latency 14, pending requests 0 

Processed request 2736, latency 32, pending requests 0 

Processed request 2739, latency 14, pending requests 0 

Processed request 2745, latency 13, pending requests 0 

Processed request 2750, latency 18, pending requests 0 

Processed request 2757, latency 34, pending requests 0 

Processed request 2765, latency 27, pending requests 0 

Processed request 2768, latency 12, pending requests 0 

Processed request 2776, latency 15, pending requests 0 

Processed request 2779, latency 13, pending requests 0 

Processed request 2783, latency 16, pending requests 0 

Processed request 2788, latency 37, pending requests 1 

Processed request 2791, latency 20, pending requests 0 

Processed request 2794, latency 15, pending requests 0 

Processed request 2798, latency 120, pending requests 0 

Processed request 2802, latency 16, pending requests 0 

Processed request 2810, latency 16, pending requests 1 

Processed request 2815, latency 15, pending requests 0 

Processed request 2821, latency 28, pending requests 0 

Processed request 2827, latency 22, pending requests 1 

Processed request 2831, latency 27, pending requests 0 

Processed request 2836, latency 14, pending requests 0 

Processed request 2841, latency 21, pending requests 0 

Processed request 2843, latency 38, pending requests 0 

Processed request 2849, latency 28, pending requests 0 

Processed request 2854, latency 14, pending requests 0 

Processed request 2858, latency 15, pending requests 0 

Processed request 2867, latency 23, pending requests 0 

Processed request 2876, latency 22, pending requests 0 

Processed request 2882, latency 19, pending requests 0 

Processed request 2889, latency 16, pending requests 1 

Processed request 2893, latency 13, pending requests 0 

Processed request 2897, latency 13, pending requests 0 

Processed request 2902, latency 16, pending requests 0 

Processed request 2910, latency 33, pending requests 0 

Processed request 2915, latency 25, pending requests 0 

Processed request 2920, latency 17, pending requests 0 

Processed request 2923, latency 17, pending requests 0 

Processed request 2926, latency 37, pending requests 0 

Processed request 2930, latency 16, pending requests 0 

Processed request 2940, latency 15, pending requests 1 

Processed request 2946, latency 15, pending requests 0 

Processed request 2953, latency 20, pending requests 0 

Processed request 2961, latency 17, pending requests 0 

Processed request 2965, latency 15, pending requests 0 

Processed request 2970, latency 15, pending requests 1 

Processed request 2976, latency 14, pending requests 0 

Processed request 2981, latency 23, pending requests 0 

Processed request 2986, latency 18, pending requests 0 

Processed request 2990, latency 33, pending requests 0 

Processed request 2994, latency 15, pending requests 0 

Processed request 2999, latency 16, pending requests 0 

###############################################
###########   Stop Forrest Stop!!   ###########
###############################################
Run Duration (sec): 606.048791 Total Requests: 3000 - Error Request: 0 - Timing Error Requests: 0 - Average Latency (ms): 21.890333 - Request rate (req/sec) 4.950097
***************************************
